_id,IOS_App_Id,Title,Developer_Name,Developer_IOS_Id,IOS_Store_Url,Seller_Official_Website,Age_Rating,Total_Average_Rating,Total_Number_of_Ratings,Average_Rating_For_Version,Number_of_Ratings_For_Version,Original_Release_Date,Current_Version_Release_Date,Price_USD,Primary_Genre,All_Genres,Languages,Description
5ddd0f935add2aa7a436dfad,1255053471,ahaschool-少儿早教课堂,WeStudy Space,1279700684.0,https://apps.apple.com/us/app/ahaschool-%E5%B0%91%E5%84%BF%E6%97%A9%E6%95%99%E8%AF%BE%E5%A0%82/id1255053471?uo=4,,4+,4.5,6.0,0.0,0,2017-08-08T08:21:30Z,2019-11-21T07:56:29Z,0.0,Education,"['Education', 'Books']",['ZH'],"ahaschool，中国少年的第二课堂。是一所通识教育国民学校。我们的教育理念：发现并成就孩子的独一无二。第二课堂以IB体系为代表的国际教育体系在线化、国民化，是我们的使命。第二课堂研发出一系列提供孩子个性化学习和成长的通识教育视频精品课程，广受欢迎。第二课堂由小学、初中、高中的通识教育课程组成，是超过80万家庭的共同选择！ 

ahaschool第二课堂的愿景是陪伴孩子从小学到高中，帮助孩子们高效学习，快乐成长。 因为我们相信教育的本质，是鼓励，是赋能，是关于自信和勇气


【精选课程】
《朗文国际英语》
《十二节外教口语课》
《小学版自然拼读》
《家庭常备药课》
《护眼课》
《乐理启蒙课》
《创意绘画课》
《手机摄影课》
《你好呀，故宫》
《恐龙探秘课》
《人体奥秘课》
《中国地理课》
《扑克牌里的数学秘密》
《几何探秘》
【足不出户】
让宝爸宝妈可以在家轻松进行全方面的通识教育
【分龄教育】
方便4-18岁任何一个阶段的青少年进行选择
【无限回放】
课程期限内无限次回放，直到完全听懂为止

【ahaschool畅学会员连续包月说明】
1.订阅周期：1个月
2.订阅价格：连续包月产品为28元/月
3.付款：用户确认购买并付款后计入iTunes账户
4.取消续订：如需取消续订，请在当前订阅周期到期前24小时以前，手动在iTunes/Apple ID设置管理中关闭自动续费功能，到期前24小时内取消，将会收取订阅费用
5.续费：苹果iTunes账户会在到期前24小时内扣费，扣费成功后订阅周期顺延一个订阅周期
6.自动续费服务协议：https://n.ahaschool.com.cn/vip/index?browseable=1#!/autoRenew
7.隐私政策：https://n.ahaschool.com.cn/marketing/privacy"
5ddd0f935add2aa7a436dfae,796892919,"ahead ""アヘッド”",Intelade Inc.,590626449.0,https://apps.apple.com/us/app/ahead-%E3%82%A2%E3%83%98%E3%83%83%E3%83%89/id796892919?uo=4,http://media-mobile.co.jp,4+,-1.0,-1.0,0.0,0,2014-01-31T08:00:00Z,2016-02-12T07:38:39Z,0.0,Book,"['Books', 'Magazines & Newspapers']","['EN', 'JA']","一歩踏み出すためのCar ＆ Motorcycle Magazine
aheadとは 「カー&モーターサイクル」をテーマにした雑誌です。 ターゲットは30～40代のビジネスマン。クルマ、バイクの最新情報、業界著名人のコラム、注目の一台、グッズ、モータースポーツなどの情報を、ahead独自の切り口で記事にしています。

◎タイトル
  ahead ”アヘッド”　 
◎発行間隔
　月刊
◎定期購読の価格と期間
【注意】2015年4月3日よりApple社が定めるアプリの価格ルール変更により販売価格が変更となります。ご購入の際に画面にてご確認ください。
1ヶ月自動更新　300円　は　360円
6ヵ月自動更新　1,600円　は　1,900円
1年自動更新　3,000円　は　3,600円
◎課金について
　定期購読料金はiTunes アカウントにて行われます。
◎定期購読の自動更新について
　定期購読期間終了の24時間以上前に自動更新を会場しない
　限り、自動更新されます。
◎自動更新時の課金について
　自動更新される際の課金については、定期購読期間の終了
　日の24時間以内に行われます。
◎定期購読の確認について
　定期購読状況の確認と自動更新の停止は、App Store の
　Apple IDの設定にて行います。
◎定期購読のキャンセルについて
　定期購読中は、期間の変更やキャンセルをすることができ
　ません。"
5ddd0f935add2aa7a436dfaf,1483423957,aiat audio,BUGIN GROUP,1082129564.0,https://apps.apple.com/us/app/aiat-audio/id1483423957?uo=4,http://aiat.kz/about,17+,-1.0,-1.0,0.0,0,2019-10-15T07:31:29Z,2019-11-15T00:10:44Z,0.0,Book,"['Books', 'Education']",['EN'],"«АйАт» - магазин для успешных людей и бизнесменов. Здесь Вы найдете множество полезных книг, как для бизнеса так и для личностного роста. Все рекомендуемые книги, успешными личностями и мотиваторами, которые входят в список 100 богатейших людей мира, Вы найдете здесь. Также у нас большой ассортимент эксклюзивных книг, которые представлены на территории Казахстана, только в нашем магазине. Всем тем, кто давно хотел начать, но не знает как, либо для людей у кого уже есть конкретные цели и планы – наш магазин станет настоящей находкой для Вас и ваших близких людей. Также у нас Вы найдете сувениры и подарки, которые как нельзя кстати, подойдут для вручения дорогому гостю и родных людей."
5ddd0f935add2aa7a436dfb0,1139526365,aircraft coloring go  -  A aircrafts coloring book app  for kids  free color pages,Khampol Pimsri,1115551347.0,https://apps.apple.com/us/app/aircraft-coloring-go-aircrafts-coloring-book-app-for/id1139526365?uo=4,,4+,-1.0,-1.0,0.0,0,2016-09-03T02:53:34Z,2016-09-03T02:53:34Z,0.0,Games,"['Games', 'Books', 'Family']",['EN'],"aircraft Coloring Book for free game for kids. Painting gives lots of fun and is great for kid. Help kids to develop their creativity and Improve their hand-eye coordination.

Bring your favourite colors come painting with this aircraft coloring book! Whether you love reds, blues, greens, pinks, or any other color you can be fun with create a masterpiece by colouring amazing pictures.

Features: 
• Easy to play 
• Choose from the available pictures which one you want to paint. 
• Choose paint colors and choose the desired size
• Paint the picture selected by visionary.
• Show your wonderful images to all your family and see their reaction. 
• Choose another image and have fun trying your skills at creating a new masterpiece."
5ddd0f935add2aa7a436dfb1,1143877640,aircrafts jigsaw - Animated Jigsaw Puzzles for Kids with aircraft Cartoons!,Khampol Pimsri,1115551347.0,https://apps.apple.com/us/app/aircrafts-jigsaw-animated-jigsaw-puzzles-for-kids-aircraft/id1143877640?uo=4,,4+,-1.0,-1.0,0.0,0,2016-09-08T08:23:02Z,2016-09-08T08:23:02Z,0.0,Games,"['Games', 'Board', 'Puzzle', 'Books']",['EN'],"Aircraft Jigsaw Puzzles - one of the most popular games. Our new free game will give you some wonderful time of matching beautiful pictures right on you IOS device!
Choose one of our puzzle aircraft and match as many pieces as you want!

Features:

* Eight puzzle games challenge your brain.
* More than 20 free, beautiful, high-definition aircraft jigsaw puzzles!
* Build-in beautiful, high-definition jigsaw puzzles.
* Turn your own photo to puzzle.
* Aircraft jigsaw puzzle  with amazing graphics
* Simple controls make it easy to solve puzzles!
* Jigsaw puzzles fun, Play for both adults and kids


How to play:
Drag the puzzle pieces to the right place in order to recreate the image."
5ddd0f935add2aa7a436dfb2,1188148829,al-Mu'jam al-Wasit (المعجم الوسیط),Harz,557933727.0,https://apps.apple.com/us/app/al-mujam-al-wasit-%D8%A7%D9%84%D9%85%D8%B9%D8%AC%D9%85-%D8%A7%D9%84%D9%88%D8%B3%DB%8C%D8%B7/id1188148829?uo=4,,4+,-1.0,-1.0,5.0,3,2017-01-04T01:30:06Z,2017-01-04T01:30:06Z,0.0,Book,"['Books', 'Reference']",['AR'],"المعجم الوسيط هو معجم عربي من إصدار مجمع اللغة العربية بالقاهرة،
تطبيق يتيح لك هذا التطبيق امكانية معرفة معنى أي كلمة باللغة العربية حيث يمكنك تصفح المعجم باختيار أحد الأحرف للانتقال إلى الباب الموافق كما أنه يوفر لك أكثر من معنى مع التفصيل والشرح , تطبيق بسيط وسهل الاستخدام."
5ddd0f935add2aa7a436dfb3,691231091,alFayadh Books,Seyed Mohsen Hosseini-Milani,493865119.0,https://apps.apple.com/us/app/alfayadh-books/id691231091?uo=4,http://alfayadh.com,4+,4.5,8.0,0.0,0,2013-08-29T05:01:58Z,2019-10-21T06:09:45Z,0.0,Book,"['Books', 'Reference']","['AR', 'FA']","al-Fayadh Books offers a collection of 48 titles of Grand Ayatollah al-Fayadh in Arabic and Farsi.
The collection includes his Fatwa books and the rulings on Hajj in addition to specialized title in jurisprudence and principles of jurisprudence and other titles.
Features:
- Book list and search
- Easy book reading and bookmarks
- Control the size of fonts and easy navigation
- Full text search
- Books are downloaded when needed
- Sync and updating of edited books or new books added

تطبيق مكتبة سماحة أية الله العظمى الفياض تحتوي على 48 مجلداً من مؤلفات سماحته باللغات العربية والفارسية الشاملة على رسالته العملية، مناسك الحج ومجموعة من الكتب الفقهية والأصولية.
امكانيات التطبيق:
- عرض قائمة الكتب مع امكانية البحث في اسماء الكتب
- تصفح الكتب وقرائتها بشكل ميسر
- امكانية وضع الإشارات المرجعية في صفحات الكتب وإدارتها
- تغيير حجم نص الكتاب لسهولة القراءة
- تحميل الكتب من السرفير عند الحاجة
- البحث الحر في نصوص الكتب
- امكانية تحديث الكتب عند تغييرها أو إضافة مؤلف جديد لسماحته

برنامه كتابخانه آية الله العظمى فياض، ارائه كننده 48 جلد كتاب از تاليفات ايشان شامل رساله توضيح المسائل، مناسك حج، كتاب هاى فقهى و اصولى و ديكر آثار اين مرجع عالى قدر به زبان هاى فارسى و عربى مى باشد.
امكانات اين برنامه:
- مشاهده فهرست و متن كتاب ها و انتخاب قسمت مورد نظر از روى فهرست كتاب
- نشانه گذارى در صفحات كتاب ها
- امكان بارگذارى پيشرفته كتاب ها
- تغيير در اندازه فونت كتاب ها
- امکان جستجوی در بین متون کتاب ها
- امكان به روزرسانى آسان متن كتاب ها"
5ddd0f935add2aa7a436dfb4,887460412,alMahdi Library,Seyed Mohsen Hosseini-Milani,493865119.0,https://apps.apple.com/us/app/almahdi-library/id887460412?uo=4,http://www.m-mahdi.com,4+,5.0,22.0,5.0,22,2014-06-22T05:16:17Z,2014-06-22T05:16:17Z,0.0,Book,"['Books', 'Reference']","['AR', 'FA']",alMahdi Library
5ddd0f935add2aa7a436dfb5,1257818857,almauood,Mohamed Altalqani,1257818856.0,https://apps.apple.com/us/app/almauood/id1257818857?uo=4,,4+,-1.0,-1.0,5.0,2,2017-08-28T20:49:37Z,2018-12-07T20:43:52Z,0.0,Book,"['Books', 'Reference']",['EN'],"اعد التطبيق لأجل الاستفادة القصوى من الإمكانات المتاحة من خلال التطبيقات التي أخذت حيزاً واسعاً في تلقي المعلومات لما تمتاز به من يسر وسهولة للحصول على المعلومة، وحيث ان مجلة الموعود التخصصيّة تهتم بإيصال الأفكار المنشورة على صفحاتها.
لذلك رأت أن تستفيد من هذه الإمكانات لتضع بين يدي قرائها الكرام أفكار وبحوث ودراسات العلماء الأجلاء المنشورة على صفحاتها المباركة. 
الموقع الالكتروني للمجلة: www.m-mahdi.com/almauood
البريد الالكتروني للمجلة: almauood@m-mahdi.com
صفحة المجلة على الفيس بوك: https://www.fb.com/almauood

* * * *

مركز الدراسات التخصصية في الإمام المهدي عليه السلام
www.m-mahdi.com

* * * *

برمجة: دجلة لتقنية المعلومات
 www.dijlah.org

تصميم: المحسن لخدمات التصميم 
www.al-muhsen.com"
5ddd0f935add2aa7a436dfb6,1076164286,almnhajalwtani,Aisha Almutairi,843349306.0,https://apps.apple.com/us/app/almnhajalwtani/id1076164286?uo=4,,4+,-1.0,-1.0,0.0,0,2016-01-25T01:57:01Z,2017-02-12T23:29:40Z,0.0,Education,"['Education', 'Books']",['EN'],تطبيق كفايات الرياضيات للمرحلة الابتدائية
5ddd0f935add2aa7a436dfb7,1061205003,alQuran القرآن,Sayed Samed,1061205002.0,https://apps.apple.com/us/app/alquran-%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86/id1061205003?uo=4,,4+,-1.0,-1.0,1.0,1,2015-12-15T02:11:00Z,2017-03-01T19:59:50Z,0.0,Book,"['Books', 'Reference']",['EN'],"alQuran القرآن allows you to read the entire Holy Quran and its translations and commentary in various languages. Listen to verse by verse recitation and recitations of various other famous reciters. Search text and translations of the Holy Quran quickly and easily.
Features:
* Searchable Holy Quran
* Prayer Times
* Qibla Direction
* Photos and Videos Gallery
* 99 Names of Allah
* Dua's 
* Mosque and Halal Locations
* Over a 100 translations in more than 30 different languages & adding...
* Bookmarking and References to verses
* Easy scrolling
* Verse by verse Recitation
* Recitation of many famous reciters
* Easy to use user interface design
* Social Media Sharing.
* And much more...

alQuran القرآن يسمح لك لقراءة القرآن الكريم كله وترجماته والتعليق في مختلف اللغات. الاستماع إلى الآية التي الآية التلاوة والقراءات المختلفة القراء الشهيرة الأخرى. نص البحث وترجمات القرآن الكريم بسرعة وسهولة.
ميزات:
* يمكن البحث القرآن الكريم
* أوقات الصلاة
* اتجاه القبلة
* الصور والفيديو معرض الصور
* 99 أسماء الله الحسنى
* ودوا
* مسجد والحلال المواقع
* أكثر من 100 ترجمة في أكثر من 30 لغة مختلفة واضاف ...
* ارتباطك وإشارات إلى آيات
* من السهل التمرير
* الآية من قبل تلاوة الآية
* تلاوة العديد من مشاهير القراء
* سهلة الاستخدام تصميم واجهة المستخدم
* مشاركة وسائل الإعلام الاجتماعية.
* وأكثر بكثير..."
5ddd0f935add2aa7a436dfb8,814578277,alWahid Books,Seyed Mohsen Hosseini-Milani,493865119.0,https://apps.apple.com/us/app/alwahid-books/id814578277?uo=4,http://wahidkhorasani.com,4+,5.0,15.0,5.0,2,2014-02-14T17:45:59Z,2019-10-21T09:21:41Z,0.0,Book,"['Books', 'Reference']","['AR', 'FA']","A collection of The Grand Ayatollah Wahid alKhorasani books in Jurisprudence, Principles of Jurisprudence and Theology.
Features: 
- Book list and search 
- Easy book reading and bookmarks 
- Control the size of fonts and easy navigation 
- Full text search 
- Books are downloaded when needed 
- Sync and updating of edited books or new books added 

مجموعة مؤلفات سماحة آية الله العظمى الوحيد الخراساني مد ظله العالي باللغات العربية والفارسية.
امكانيات التطبيق: 
- عرض قائمة الكتب مع امكانية البحث في اسماء الكتب 
- تصفح الكتب وقرائتها بشكل ميسر 
- امكانية وضع الإشارات المرجعية في صفحات الكتب وإدارتها 
- تغيير حجم نص الكتاب لسهولة القراءة 
- تحميل الكتب من السرفير عند الحاجة 
- البحث الحر في نصوص الكتب 
- امكانية تحديث الكتب عند تغييرها أو إضافة مؤلف جديد لسماحته 

مجموعه مؤلفات حضرت آيت الله العظمى وحيد خراسانى مد ظله العالى به زبان هاى فارسى و عربى.
امكانات اين برنامه: 
- مشاهده فهرست و متن كتاب ها و انتخاب قسمت مورد نظر از روى فهرست كتاب 
- نشانه گذارى در صفحات كتاب ها 
- امكان بارگذارى پيشرفته كتاب ها 
- تغيير در اندازه فونت كتاب ها 
- امکان جستجوی در بین متون کتاب ها 
- امكان به روزرسانى آسان متن كتاب ها"
